腓立比書
第一章
 	問候
1	我們是保羅和提摩太，基督耶穌的奴僕，如今寫信給住在腓立比，在基督耶穌裡的所有聖徒，與各位監督和執事。
2	願恩典、平安從我們的父神和主耶穌基督臨到你們！
 	為信徒祈禱
3	我每逢想到你們，都感謝我的神；
4	每次為你們大家祈求，總是歡歡喜喜地祈求，
5	因為你們從第一天直到現在，都是我在福音上的夥伴。
6	我深信，神已經在你們當中開始了美好的工作，就會繼續這工作，直到在基督耶穌的日子把這工作完成。
7	我很應該這樣關心你們大家，因為你們常常在我心裡，無論我是在捆鎖之中，還是在辯護和證實福音的時候，你們所有人都是與我同蒙恩典的夥伴。
8	事實上，神可以為我作證，我是如何以基督耶穌的心腸切切地想念你們大家。
9	我所禱告的，就是你們的愛在知識和各樣的見識上越來越多，
10	使你們可以分辨甚麼是美好的事，在基督的日子成為純潔、無可指摘的人，
11	並且靠著耶穌基督結滿公義的果實，讓神得到榮耀和讚美。
 	活著就是基督
12	弟兄們，我希望你們知道，我的情況其實使福音更加興旺，
13	結果整個宮裡的衛隊和其餘各人都清楚知道我是為基督受捆鎖的；
14	而且大多數的弟兄都因為我所受的捆鎖而在主裡深信不疑，毫無畏懼，越發勇敢地傳講神的道。
15	有些人傳揚基督甚至是出於嫉妒和紛爭，但是也有些人是出於好意。
16	後者是出於愛心，知道我是奉委派為福音辯護的；
17	前者傳講基督卻是出於自私，動機不純，只想加增我捆鎖的折磨。
18	但那又有甚麼關係呢？不管怎樣——假意也好，真心也好——只要把基督傳開了，我就為此喜樂；是的，我還要一直喜樂，
19	因為我知道，藉著你們的祈求和耶穌基督的靈的幫助，我在這件事上最終會得到拯救；
20	這是照著我的熱切期待和盼望，就是我不會在任何事上蒙羞，我反而滿有膽量，現在一如既往，讓基督在我身上被尊為大，無論是藉著生，還是藉著死，
21	因為對我來說，活著就是基督，死了就有益處。
22	然而，如果我繼續在肉身裡活下去，那就會使我的工作有成果了；我實在不知道應該怎樣選擇！
23	我處於兩難之間：我渴望離世與基督同在，因為那真是太好了！
24	可是為了你們，我更需要留在這肉身裡。
25	我既然這樣深信，就知道還要留下去，並且要繼續和你們大家在一起，使你們在信心上有長進、有喜樂，
26	這樣，由於我會再到你們那裡去，你們就會因為我而在基督耶穌裡更加自豪。
27	重要的只是：你們的生活要和基督的福音相配。這樣，我無論是來見你們，還是不在你們那裡，都可以聽到你們的情況——聽到你們有同一個心志，站立穩固，同心為了福音的信仰一起奮鬥，
28	在任何事上都不被敵人嚇倒，以此向他們證明他們將會滅亡，你們將會得救——這都是出於神。
29	因為你們蒙了恩典，得以為基督受苦——不單信他，也為他受苦，
30	和我經歷同樣的爭戰；這爭戰就是你們從前在我身上見過，現在又聽說的。
第二章
 	效法基督的謙卑
1	所以，你們如果有甚麼在基督裡的鼓勵，有甚麼發自愛的安慰，有甚麼聖靈所賜的親密情誼，有甚麼慈悲憐憫，
2	就應該有同樣的意念——有同樣的愛，心思相同，意念一致，好使我充滿喜樂。
3	做任何事都不要自私自利，也不要妄自尊大，倒要謙卑，看別人比自己優越；
4	人人都不要只關注自己的事，也要關注別人的事。
5	你們要以基督耶穌的意念為你們的意念：
6	他本有神的形象，卻不堅持自己與神同等，
7	反而倒空自己，取了奴僕的形象，成為人的樣式；既然有了人的樣子，
8	就自甘卑微，順服至死，甚至死在十字架上！
9	因此，神使他升為至高，賜給他那超越萬名之上的名，
10	好讓天上、地上和地底下的一切，都因耶穌的名屈膝，
11	並且萬口都宣認耶穌基督為主，使榮耀歸於父神。
 	顯出生命之道
12	這樣看來，我所親愛的啊，你們既然一直順服，就要恐懼戰兢，為自己的救恩努力——不單我來到你們當中的時候要這樣，現今我不在你們那裡，你們更要這樣。
13	要知道，是神在你們裡面發揮力量，使你們既立志又發揮力量，好成全他的美意。
14	你們無論做甚麼，都不要抱怨或爭辯，
15	好讓你們無可指摘、純潔無偽，在這歪邪扭曲的世代裡做神沒有瑕疵的兒女；你們在這世代的人當中，要像日月星輝在世上照耀，
16	持守生命的道，使我在基督的日子可以誇耀自己沒有白跑，也沒有徒勞。
17	然而，即使把我澆奠在你們信心的祭物和侍奉上，我也喜樂，並且和你們大家一同喜樂。
18	同樣，你們也要喜樂，並且要和我一同喜樂。
 	提摩太的為人
